Region,Chamber,Session/Congress,Bill Type,Number,Title,Current Status,Current Status Date,Date Introduced,Sponsor(s),Cosponsors,Primary Party,Quorum Profile URL,Bill Text URL,Word Count,Official Description,Organization Description,Stance
Michigan,Senate,2011-2012 Regular Session,Senate Bill,688,S.B. 688 (2011-2012 Regular Session): Crimes; Perjury; Unsworn Declaration Made Under Penalty of Perjury; Include as a Statement Punishable as Perjury. Amends Sec. 423 of 1931 Pa 328 (Mcl 750.423).  Tie Bar With: Sb 0689'11,Signed by the Governor,12/27/2012,9/21/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1544067/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0688.htm,225,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,689,S.B. 689 (2011-2012 Regular Session): Civil Procedure; Evidence; Uniform Unsworn Foreign Declarations Act; Create. Amends Sec. 2102 of 1961 Pa 236 (Mcl 600.2102) & Adds Ch. 21a.  Tie Bar With: Sb 0688'11,Signed by the Governor,12/27/2012,9/21/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1544102/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0689.htm,1028,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,707,S.B. 707 (2011-2012 Regular Session): Civil Procedure; Discovery; Uniform Interstate Depositions and Discovery Act; Adopt. Amends Sec. 1852 of 1961 Pa 236 (Mcl 600.1852) & Adds Ch. 22,Signed by the Governor,12/27/2012,9/29/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1544138/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0707.htm,753,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,726,"S.B. 726 (2011-2012 Regular Session): Criminal Procedure; Statute of Limitations; Statute of Limitations for Certain Crimes; Revise. Amends Sec. 24, Ch. Vii of 1927 Pa 175 (Mcl 767.24)",Signed by the Governor,12/27/2012,10/6/2011,MI Sen. Rick Jones (R-MI24),"John Pappageorge, MI Sen. Mike Nofs (R-MI19), MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Tory Rocca (R-MI10), MI Sen. Jack Brandenburg (R-MI8), Mark Jansen, MI Sen. John Proos (R-MI21)",Republican,https://www.quorum.us/bill/1544172/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0726.htm,587,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,845,"S.B. 845 (2011-2012 Regular Session): Criminal Procedure; Sentencing; Penalties for Domestic Violence With Prior Conviction; Allow to Be Enhanced With a Deferred and Dismissed Conviction. Amends Sec. 4a, Ch. Ix of 1927 Pa 175 (Mcl 769.4a)",Signed by the Governor,12/27/2012,11/30/2011,MI Sen. Rick Jones (R-MI24),"MI Sen. Rebekah Warren (D-MI18), MI Sen. Goeff Hansen (R-MI34), MI Sen. Tory Rocca (R-MI10), MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8)",Republican,https://www.quorum.us/bill/1544362/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0845.htm,923,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,846,"S.B. 846 (2011-2012 Regular Session): Criminal Procedure; Sentencing Guidelines; Sentencing Guidelines for Crime of Domestic Violence With Prior Conviction; Enact. Amends Sec. 16d, Ch. Xvii of 1927 Pa 175 (Mcl 777.16d).  Tie Bar With: Sb 0847'11, Sb 0848'11",Signed by the Governor,12/27/2012,11/30/2011,MI Sen. Tory Rocca (R-MI10),"MI Sen. Jack Brandenburg (R-MI8), MI Sen. John Proos (R-MI21), MI Sen. Goeff Hansen (R-MI34), MI Sen. Rebekah Warren (D-MI18), MI Sen. Rick Jones (R-MI24)",Republican,https://www.quorum.us/bill/1544396/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0846.htm,554,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,847,S.B. 847 (2011-2012 Regular Session): Crimes; Penalties; Crimes of Domestic Violence Assault With Prior Offenses; Increase Penalties. Amends Secs. 81 & 81a of 1931 Pa 328 (Mcl 750.81 & 750.81a),Signed by the Governor,12/27/2012,11/30/2011,MI Sen. Tonya Schuitmaker (R-MI26),"MI Sen. Rick Jones (R-MI24), MI Sen. Rebekah Warren (D-MI18), MI Sen. Goeff Hansen (R-MI34), MI Sen. Jack Brandenburg (R-MI8), MI Sen. John Proos (R-MI21)",Republican,https://www.quorum.us/bill/1544428/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0847.htm,561,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,848,S.B. 848 (2011-2012 Regular Session): Crimes; Other; Assault by Strangulation or Suffocation as Assault With Intent to Do Great Bodily Harm Less Than Murder; Specify. Amends Sec. 84 of 1931 Pa 328 (Mcl 750.84),Signed by the Governor,12/27/2012,11/30/2011,MI Sen. Steven Bieda (D-MI9),"MI Sen. Goeff Hansen (R-MI34), MI Sen. Jack Brandenburg (R-MI8), MI Sen. John Proos (R-MI21), MI Sen. Rick Jones (R-MI24), MI Sen. Rebekah Warren (D-MI18)",Democrat,https://www.quorum.us/bill/1544455/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/Senate/htm/2011-SCB-0848.htm,126,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,862,S.B. 862 (2011-2012 Regular Session): Property Tax; Assessments; Certain Property Deemed Qualified Agricultural Property for Purposes of Assessment; Allow for All Contiguous Property Owned by the Landowner to Also Be Deemed Agricultural. Amends Sec. 34c of 1893 Pa 206 (Mcl 211.34c),Signed by the Governor,12/27/2012,12/2/2011,Bruce Caswell,"MI Sen. Patrick Colbeck (R-MI7), John Pappageorge, MI Sen. Judy Emmons (R-MI33), Howard Walker, MI Sen. Mike Green (R-MI31)",Republican,https://www.quorum.us/bill/1544496/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/Senate/htm/2011-SCB-0862.htm,1602,,,
Michigan,House,2011-2012 Regular Session,House Bill,4834,"H.B. 4834 (2011-2012 Regular Session): Health; Medical Marihuana; Registry Identification Cards; Modify Requirements for Issuing, and Provide for Contracting, Reviewing Additional Debilitating Medical Conditions, and Depositing and Expending Fees. Amends Sec. 6 of 2008 Il 1 (Mcl 333.26426)",Passed Senate,12/14/2012,6/30/2011,Gail Haines,"Greg MacMaster, Paul Opsommer, MI Speaker Kevin Cotter (R-MI99), MI Rep. Kathy Crawford (R-MI38), Matt Huuki, MI Sen. Peter MacGregor (R-MI28), MI Rep. Jeremy Moss (D-MI35), MI Sen. Wayne Schmidt (R-MI37), MI Rep. Ray Franz (R-MI101), MI Rep. Ed McBroom (R-MI108), MI Rep. Kurt Heise (R-MI20), MI Sen. Ken Horn (R-MI32), Joe Haveman, MI Rep. Ben Glardon (R-MI85), MI Rep. Jon Bumstead (R-MI100), Lesia Liss, MI Rep. Bradford Jacobsen (R-MI46), Sharon Tyler, MI Sen. Marty Knollenberg (R-MI13)",Republican,https://www.quorum.us/bill/1533361/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-4834.htm,1141,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,334,"S.B. 334 (2011-2012 Regular Session): Economic Development; Other; Business Improvement Districts; Expand to Include Townships. Amends Secs. 10, 10a, 10b, 10c, 10d, 10e, 10f, 10g, 10h, 10i, 10j, 10k, 10l & 10m of 1961 Pa 120 (Mcl 125.990 Et Seq.)",Third (Final) Reading,12/14/2012,4/15/2011,MI Sen. Dave Hildenbrand (R-MI29),,Republican,https://www.quorum.us/bill/1547699/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0334.htm,4559,,,
Michigan,House,2011-2012 Regular Session,House Bill,4122,"H.B. 4122 (2011-2012 Regular Session): Elections; Other; Metropolitan District Elections; Revise. Amends Secs. 3, 4, 7, 9, 9b & 13 of 1929 Pa 312 (Mcl 119.3 Et Seq.) & Adds Secs. 2a, 17a & 17b.  Tie Bar With: Hb 4121'11",Passed Senate,12/14/2012,4/7/2011,Richard Hammel,,Democrat,https://www.quorum.us/bill/1531698/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4122.htm,2670,,,
Michigan,House,2011-2012 Regular Session,House Bill,4121,"H.B. 4121 (2011-2012 Regular Session): Elections; Other; Metropolitan District Elections; Provide for Under the Michigan Election Law. Amends Secs. 24a, 509q, 558, 659, 863 & 960 of 1954 Pa 116 (Mcl 168.24a Et Seq.) & Adds Sec. 17 & Ch. Xviia.  Tie Bar With: Hb 4122'11",Passed Senate,12/14/2012,4/7/2011,Richard Hammel,,Democrat,https://www.quorum.us/bill/1531540/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4121.htm,5293,,,
Michigan,House,2011-2012 Regular Session,House Bill,4851,"H.B. 4851 (2011-2012 Regular Session): Health; Medical Marihuana; Definition of ""Bona Fide Physician-Patient Relationship"", ""Enclosed, Locked Facility"", and ""Primary Caregiver""; Clarify and Condition Privilege From Arrest on Presentation of i.d. Amends Secs. 3, 4 & 8 of 2008 Il 1 (Mcl 333.26423 Et Seq.)",Passed Senate,12/14/2012,7/2/2011,Phil Cavanagh,"Lesia Liss, John Walsh, Mark Meadows, MI Rep. Ben Glardon (R-MI85), Joe Haveman, Bob Constan, David Agema, MI Sen. Ken Horn (R-MI32), MI Rep. Mike Callton (R-MI87), MI Rep. Kurt Heise (R-MI20), Ellen Lipton, Kenneth Kurtz, MI Sen. Marty Knollenberg (R-MI13), Sharon Tyler, MI Rep. Bradford Jacobsen (R-MI46), Timothy Bledsoe, MI Rep. Fred Durhal (D-MI5), MI Rep. Ken Goike (R-MI33), MI Rep. Charles Smiley (D-MI50), MI Rep. Amanda Price (R-MI89), Rudy Hobbs, MI Speaker Kevin Cotter (R-MI99), MI Rep. Bruce Rendon (R-MI103), MI Rep. Marcia Hovey-Wright (D-MI92), Kevin Daley, MI Rep. Rick Outman (R-MI70), Joan Bauer",Democrat,https://www.quorum.us/bill/1533522/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4851.htm,740,,,
Michigan,House,2011-2012 Regular Session,House Bill,4446,H.B. 4446 (2011-2012 Regular Session): Property Tax; Principal Residence Exemption; Filing Deadline and Proration Exemption; Provide For. Amends Sec. 7cc of 1893 Pa 206 (Mcl 211.7cc),Passed Senate,12/13/2012,4/7/2011,MI Sen. Margaret O'Brien (R-MI20),"MI Rep. Holly Hughes (R-MI91), MI Rep. Marilyn Lane (D-MI31)",Republican,https://www.quorum.us/bill/1531938/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4446.htm,7040,,,
Michigan,House,2011-2012 Regular Session,House Bill,5196,H.B. 5196 (2011-2012 Regular Session): Public Employees and Officers; Compensation and Benefits; Details of Compensation Package and Severance Payment Agreements for Employees; Require Posting. Creates New Act,Passed Senate,12/13/2012,12/2/2011,Tom McMillin,"MI Rep. Joel Johnson (R-MI97), Frank Foster, David Agema, MI Rep. Earl Poleski (R-MI64), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Kurt Heise (R-MI20), MI Rep. Peter Pettalia (R-MI106), John Olumba",Republican,https://www.quorum.us/bill/1544551/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-5196.htm,333,,,
Michigan,House,2011-2012 Regular Session,House Bill,4115,H.B. 4115 (2011-2012 Regular Session): Townships; Employees and Officers; Administering Oath of Office; Allow Township Supervisor to Perform. Amends Sec. 64b of 1846 Rs 16 (Mcl 41.64b),Passed Senate,12/13/2012,4/7/2011,MI Rep. Nancy Jenkins (R-MI57),"MI Rep. Holly Hughes (R-MI91), MI Sen. Dale Zorn (R-MI17), Deb Lynn Shaughnessy",Republican,https://www.quorum.us/bill/1543723/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-4115.htm,115,,,
Michigan,House,2011-2012 Regular Session,House Bill,4853,"H.B. 4853 (2011-2012 Regular Session): Criminal Procedure; Sentencing Guidelines; Sentencing Guidelines for Crime of Selling or Providing Medical Marihuana to Unprescribed User; Implement. Amends Sec. 13n, Ch. Xvii of 1927 Pa 175 (Mcl 777.13n)",Passed Senate,12/13/2012,7/2/2011,MI Rep. Ed McBroom (R-MI108),"MI Speaker Kevin Cotter (R-MI99), MI Rep. Bruce Rendon (R-MI103), MI Rep. Amanda Price (R-MI89), Kevin Daley, Rick Olson, MI Rep. Rick Outman (R-MI70), MI Rep. Mike Callton (R-MI87), MI Sen. Ken Horn (R-MI32), David Agema, Kenneth Kurtz, MI Rep. Kurt Heise (R-MI20), John Walsh, Timothy Bledsoe, MI Rep. Ken Goike (R-MI33), MI Sen. Marty Knollenberg (R-MI13), Sharon Tyler, MI Rep. Bradford Jacobsen (R-MI46)",Republican,https://www.quorum.us/bill/1533641/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-4853.htm,356,,,
Michigan,House,2011-2012 Regular Session,House Bill,4263,H.B. 4263 (2011-2012 Regular Session): Housing; Landlord and Tenants; Lawful Reentry by Landlord Upon Death of Tenant; Modify Conditions For. Amends Sec. 2918 of 1961 Pa 236 (Mcl 600.2918),Passed Senate,12/13/2012,4/7/2011,MI Sen. Margaret O'Brien (R-MI20),"Paul Opsommer, MI Sen. Dale Zorn (R-MI17)",Republican,https://www.quorum.us/bill/1531850/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4263.htm,634,,,
Michigan,House,2011-2012 Regular Session,House Bill,4726,H.B. 4726 (2011-2012 Regular Session): Employment Security; Benefits; Volunteer Firefighters Compensation; Exclude From Unemployment Benefit Calculation. Amends Sec. 27 of 1936 (Ex Sess) Pa 1 (Mcl 421.27),Passed Senate,12/13/2012,6/10/2011,MI Rep. Al Pscholka (R-MI79),"MI Rep. Ben Glardon (R-MI85), MI Rep. Jon Bumstead (R-MI100), Bob Constan, MI Sen. Mike Shirkey (R-MI16), John Walsh, Lesia Liss, MI Rep. Ken Yonker (R-MI72), Kenneth Kurtz, MI Rep. Kurt Heise (R-MI20), Ellen Lipton, Dian Slavens, MI Rep. Ed McBroom (R-MI108), MI Rep. Phil Potvin (R-MI102), MI Rep. Erika Geiss (D-MI12), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Mike Callton (R-MI87), Lisa Brown, MI Rep. Paul Muxlow (R-MI83), MI Sen. Ken Horn (R-MI32), MI Rep. Earl Poleski (R-MI64), MI Sen. Margaret O'Brien (R-MI20), MI Rep. Tom Hooker (R-MI77), David Agema, MI Rep. Bradford Jacobsen (R-MI46), MI Rep. Holly Hughes (R-MI91), Pete Lund, MI Sen. Jim Stamas (R-MI36), Cindy Denby, Steven Lindberg, Thomas Stallworth, Gail Haines, David Nathan, MI Sen. Marty Knollenberg (R-MI13), MI Rep. Peter Pettalia (R-MI106), MI Rep. Alberta Talabi (D-MI2), Sharon Tyler, Tim Melton, Former MI Rep. Brandon Dillon (D-MI75), MI Rep. Pat Somerville (R-MI23), MI Rep. Fred Durhal (D-MI5), Timothy Bledsoe, MI Rep. Ken Goike (R-MI33), MI Rep. Kathy Crawford (R-MI38), Mark Ouimet, Deb Lynn Shaughnessy, MI Rep. Joel Johnson (R-MI97), MI Rep. Anthony Forlini (R-MI24), MI Rep. Amanda Price (R-MI89), Harold Haugh, Barb Byrum, Kurt Damrow, Sean McCann, Bob Genetski, MI Rep. Jeff Farrington (R-MI30), Judson Gilbert, MI Speaker Kevin Cotter (R-MI99), MI Rep. Bruce Rendon (R-MI103), MI Rep. Charles Brunner (D-MI96), Paul Opsommer, Richard LeBlanc, MI Rep. Andrea LaFontaine (R-MI32), MI Rep. Aric Nesbitt (R-MI66), Stacy Oakes, Rick Olson, MI Rep. Rick Outman (R-MI70), MI Sen. Wayne Schmidt (R-MI37), MI Rep. Ray Franz (R-MI101), Matt Lori, MI Sen. Dale Zorn (R-MI17), Kevin Daley, MI Rep. David Rutledge (D-MI54), Frank Foster, Vicki Barnett, Matt Huuki, Kate Segal, Joan Bauer, Lisa Howze, MI Rep. George Darany (D-MI15), Bill Rogers, Maureen Stapleton, MI Rep. Marilyn Lane (D-MI31), MI Sen. Peter MacGregor (R-MI28)",Republican,https://www.quorum.us/bill/1532789/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-4726.htm,7014,,,
Michigan,House,2011-2012 Regular Session,House Bill,5047,H.B. 5047 (2011-2012 Regular Session): Property Tax; Assessments; Use of Computerized Database as Tax Roll; Allow for County Treasurers. Amends Sec. 42a of 1893 Pa 206 (Mcl 211.42a),Passed Senate,12/13/2012,10/7/2011,Harold Haugh,"Deb Lynn Shaughnessy, MI Rep. Anthony Forlini (R-MI24), MI Rep. Charles Smiley (D-MI50), Mark Ouimet, Frank Foster, MI Sen. Wayne Schmidt (R-MI37), MI Rep. Andrea LaFontaine (R-MI32), MI Rep. Marilyn Lane (D-MI31), Bill Rogers, MI Sen. Mike Shirkey (R-MI16), MI Rep. Jon Bumstead (R-MI100), Jon Switalski, MI Rep. Erika Geiss (D-MI12), MI Rep. Ed McBroom (R-MI108), Woodrow Stanley",Democrat,https://www.quorum.us/bill/1534671/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-5047.htm,1078,,,
Michigan,House,2011-2012 Regular Session,House Bill,4975,"H.B. 4975 (2011-2012 Regular Session): Occupations; Appraisers; Appraisal Management Companies; Regulate. Amends Sec. 602 of 1980 Pa 299 (Mcl 339.602) & Adds Art. 26a.
  Tie Bar With: Hb 5271'12",Passed Senate,12/13/2012,9/15/2011,MI Sen. Margaret O'Brien (R-MI20),,Republican,https://www.quorum.us/bill/1534505/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4975.htm,1118,,,
Michigan,House,2011-2012 Regular Session,House Bill,4496,H.B. 4496 (2011-2012 Regular Session): Higher Education; Community Colleges; Granting of Baccalaureate Degrees in Certain Fields; Allow. Amends Secs. 105 & 121 of 1966 Pa 331 (Mcl 389.105 & 389.121),Passed Senate,12/13/2012,4/7/2011,John Walsh,"MI Rep. Rick Outman (R-MI70), MI Sen. Wayne Schmidt (R-MI37), MI Rep. Ray Franz (R-MI101), MI Rep. Andrea LaFontaine (R-MI32), MI Rep. Aric Nesbitt (R-MI66), Rick Olson, Kevin Daley, Matt Lori, MI Sen. Dale Zorn (R-MI17), Phil Cavanagh, Matt Huuki, James Womack, Bill Rogers, MI Rep. Kathy Crawford (R-MI38), Rudy Hobbs, Tom McMillin, Harold Haugh, MI Rep. Anthony Forlini (R-MI24), Deb Lynn Shaughnessy, Bob Genetski, Kurt Damrow, Richard Hammel, Paul Opsommer, Richard LeBlanc, MI Rep. Bruce Rendon (R-MI103), Greg MacMaster, Judson Gilbert, Gail Haines, Pete Lund, Cindy Denby, MI Rep. Holly Hughes (R-MI91), MI Rep. Bradford Jacobsen (R-MI46), MI Rep. Peter Pettalia (R-MI106), Sharon Tyler, MI Sen. Marty Knollenberg (R-MI13), John Olumba, MI Rep. Pat Somerville (R-MI23), MI Rep. Ken Goike (R-MI33), MI Rep. Al Pscholka (R-MI79), Joe Haveman, Bob Constan, MI Rep. Jon Bumstead (R-MI100), MI Rep. Ken Yonker (R-MI72), Lesia Liss, MI Sen. Mike Shirkey (R-MI16), Dian Slavens, MI Rep. Phil Potvin (R-MI102), MI Rep. Ed McBroom (R-MI108), MI Rep. Kurt Heise (R-MI20), MI Rep. Tom Hooker (R-MI77), Jon Switalski, MI Rep. Paul Muxlow (R-MI83), MI Rep. Earl Poleski (R-MI64), MI Rep. Erika Geiss (D-MI12)",Republican,https://www.quorum.us/bill/1532055/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4496.htm,799,,,
Michigan,House,2011-2012 Regular Session,House Bill,4838,H.B. 4838 (2011-2012 Regular Session): State; Interstate Compacts and Agreements; Mutual Aid Agreements for Certain Emergencies; Allow. Creates New Act,Passed Senate,12/13/2012,7/2/2011,Sharon Tyler,"MI Rep. Ken Goike (R-MI33), MI Rep. Al Pscholka (R-MI79), Kenneth Kurtz, MI Sen. Margaret O'Brien (R-MI20), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Ray Franz (R-MI101), Rick Olson, MI Sen. Dale Zorn (R-MI17), Matt Lori, Matt Huuki, Bob Genetski, Paul Opsommer, Greg MacMaster",Republican,https://www.quorum.us/bill/1533465/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-4838.htm,821,,,
Michigan,House,2011-2012 Regular Session,House Bill,4725,"H.B. 4725 (2011-2012 Regular Session): Crime Victims; Rights; Information Concerning Minors Who Have Been Victims of Child Abuse or Sex Crimes; Exempt From Disclosure Under the Crime Victim's Rights Act. Amends Secs. 8, 38 & 68 of 1985 Pa 87 (Mcl 780.758 Et Seq.)",Passed Senate,12/13/2012,6/10/2011,Tom McMillin,,Republican,https://www.quorum.us/bill/1532725/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4725.htm,446,,,
Michigan,House,2011-2012 Regular Session,House Bill,4856,H.B. 4856 (2011-2012 Regular Session): Crimes; Other; Transporting Medical Marihuana in Motor Vehicle; Allow Under Certain Circumstances. Amends 1931 Pa 328 (Mcl 750.1 - 750.568) by Adding Sec. 474,Passed Senate,12/13/2012,7/2/2011,MI Rep. Ben Glardon (R-MI85),"Rick Olson, MI Rep. Rick Outman (R-MI70), MI Sen. Wayne Schmidt (R-MI37), Matt Lori, MI Sen. Dale Zorn (R-MI17), Kevin Daley, Phil Cavanagh, Mark Ouimet, MI Rep. Joel Johnson (R-MI97), MI Rep. Amanda Price (R-MI89), MI Speaker Kevin Cotter (R-MI99), MI Rep. Bruce Rendon (R-MI103), Paul Opsommer, MI Rep. Bradford Jacobsen (R-MI46), Gail Haines, MI Sen. Marty Knollenberg (R-MI13), Sharon Tyler, Timothy Bledsoe, MI Rep. Ken Goike (R-MI33), Joe Haveman, MI Rep. Ken Yonker (R-MI72), Kenneth Kurtz, MI Rep. Kurt Heise (R-MI20), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Mike Callton (R-MI87), MI Sen. Ken Horn (R-MI32), David Agema",Republican,https://www.quorum.us/bill/1533739/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/House/htm/2011-HCB-4856.htm,146,,,
